"Timestamp","SystemCodeNumber","Price","time","diff"
"2016-10-15T15:27:00.000000000+0000","Others-CCCPS105a","14.493916506157076","1751792077480","1"
"2016-12-07T14:59:00.000000000+0000","Others-CCCPS135a","16.19822862197539","1751792077480","1"
"2016-10-13T08:31:00.000000000+0000","BHMNCPHST01","12.700869565217392","1751792077480","1"
"2016-10-18T08:01:00.000000000+0000","BHMBCCTHL01","13.021772834512975","1751792077480","1"
"2016-10-28T16:02:00.000000000+0000","BHMNCPHST01","13.144347826086957","1751792077480","1"
"2016-11-30T16:01:00.000000000+0000","Broad Street","13.360302457466918","1751792077480","1"
"2016-10-22T16:26:00.000000000+0000","Others-CCCPS8","13.477892521212917","1751792077480","1"
"2016-12-11T08:59:00.000000000+0000","Others-CCCPS98","14.085202258683742","1751792077480","1"
"2016-11-21T13:31:00.000000000+0000","BHMBCCTHL01","18.587259858442874","1751792077480","1"
"2016-10-05T10:04:00.000000000+0000","Others-CCCPS119a","13.746395942235804","1751792077480","1"
"2016-11-17T11:31:00.000000000+0000","BHMNCPHST01","15.848695652173914","1751792077480","1"
"2016-11-15T15:03:00.000000000+0000","Others-CCCPS8","13.338972571203051","1751792077480","1"
"2016-12-17T11:33:00.000000000+0000","Others-CCCPS8","15.241070841281326","1751792077480","1"
"2016-11-08T13:34:00.000000000+0000","BHMEURBRD01","17.3731729879741","1751792077480","1"
"2016-11-15T14:30:00.000000000+0000","Others-CCCPS202","15.109028733845538","1751792077480","1"
"2016-11-28T11:01:00.000000000+0000","Shopping","16.644565217391303","1751792077480","1"
"2016-10-06T10:57:00.000000000+0000","BHMNCPNST01","14.28041237113402","1751792077480","1"
"2016-10-11T10:57:00.000000000+0000","BHMNCPNST01","14.995786642761093","1751792077480","1"
"2016-10-28T10:56:00.000000000+0000","BHMBCCMKT01","14.048044608544947","1751792077480","1"
"2016-12-12T11:29:00.000000000+0000","Others-CCCPS202","15.886965403917042","1751792077480","1"
"2016-10-31T10:26:00.000000000+0000","Others-CCCPS105a","14.990049126755686","1751792077480","1"
"2016-10-10T11:57:00.000000000+0000","Others-CCCPS135a","17.973297204089175","1751792077480","1"
"2016-10-07T08:03:00.000000000+0000","BHMBCCMKT01","12.401085072714944","1751792077480","1"
"2016-11-20T15:01:00.000000000+0000","Others-CCCPS119a","16.04647815229025","1751792077480","1"
"2016-12-17T11:33:00.000000000+0000","Shopping","15.342391304347828","1751792077480","1"
"2016-12-06T12:29:00.000000000+0000","Others-CCCPS105a","18.41031012617136","1751792077480","1"
"2016-12-11T14:59:00.000000000+0000","Shopping","17.582608695652176","1751792077480","1"
"2016-11-05T15:00:00.000000000+0000","BHMBCCTHL01","14.289315807212672","1751792077480","1"
"2016-11-14T09:27:00.000000000+0000","BHMMBMMBX01","13.145168027340041","1751792077480","1"
"2016-10-05T08:30:00.000000000+0000","Others-CCCPS135a","13.050702616757551","1751792077480","1"
"2016-12-16T14:56:00.000000000+0000","Others-CCCPS202","15.01594350934849","1751792077480","1"
"2016-12-18T08:30:00.000000000+0000","Others-CCCPS119a","14.624027051761313","1751792077480","1"
"2016-12-11T15:59:00.000000000+0000","Others-CCCPS8","16.36932184437282","1751792077480","1"
"2016-10-09T11:57:00.000000000+0000","Others-CCCPS98","18.171009822191706","1751792077480","1"
"2016-10-06T13:30:00.000000000+0000","BHMMBMMBX01","17.098841845452817","1751792077480","1"
"2016-11-24T14:30:00.000000000+0000","BHMBCCTHL01","15.474620829120322","1751792077480","1"
"2016-11-06T09:19:00.000000000+0000","BHMNCPNST01","14.395517705064993","1751792077480","1"
"2016-12-14T09:03:00.000000000+0000","BHMBCCTHL01","13.954971351533537","1751792077480","1"
"2016-11-06T16:26:00.000000000+0000","Others-CCCPS135a","14.447936938046556","1751792077480","1"
